id,manchete,f1,f2,f3
3354,Reino Unido apresenta plano de crescimento para economia em crise,"O ministro britânico das Finanças, Jeremy Hunt, apresentou um plano de crescimento focado em energia verde, biotecnologias, infraestrutura, setor digital e indústrias criativas, com a intenção de atrair investimentos adicionais de cerca de 123,5 bilhões de dólares.","Hunt afirmou que, em um contexto de alta de preços, a melhor estratégia para combater a inflação é a redução dela, rejeitando cortes de impostos e destacando a necessidade de transformar o Brexit em uma oportunidade para decisões ousadas.","O governo reconhece que o Reino Unido enfrenta uma recessão e que o plano ainda carece de detalhes sobre sua implementação, que serão divulgados no orçamento de março."
3355,Tesouro: houve queda de quase 30% em investimentos para cumprir o teto de gastos,"Em 2022, os investimentos do governo para o cumprimento do teto de gastos tiveram uma redução de 26,7%, totalizando R$ 45,557 bilhões, devido ao aumento das despesas obrigatórias.","Apesar dessa queda, o superávit primário atingiu R$ 54,086 bilhões, impulsionado por um crescimento real de 6,5% nas receitas administradas pela Receita Federal e aumento nas receitas não administradas e na arrecadação da Previdência Social.","O Tesouro Nacional destacou que a execução das despesas sujeitas ao teto de gastos atingiu 97,7% do limite permitido, com todos os Poderes e órgãos respeitando seus limites."
3356,Cerca de 40% das negociações salariais não cobriram a inflação em 2022,"Entre 2021 e 2022, a proporção de reajustes salariais abaixo da inflação diminuiu de 49,7% para 40,6%, segundo o balanço do Salariômetro da Fipe.","Apesar disso, a maioria dos reajustes ainda superou o INPC, com 74,6% em 2022, e a expectativa para janeiro é que 82,4% das negociações também fiquem acima da inflação.","Os dados indicam uma melhora na recomposição salarial, com aumento no número de negociações e no piso salarial, que passou de R$ 1.352 para R$ 1.481 no período analisado."
3357,"Endividamento das famílias chega a 49,5% e juros sobem 8,2 pontos em 2022, diz Banco Central","O endividamento das famílias brasileiras atingiu 49,5% da renda acumulada nos últimos doze meses, representando um aumento de 0,3 pontos percentuais em relação ao mês anterior, impulsionado pelo aumento dos custos de crédito.","Os juros cobrados pelos bancos subiram significativamente em 2022, chegando a 55,8% ao ano para operações com pessoas físicas, enquanto a inadimplência encerrou o ano em 4,2%.","Os juros do cartão de crédito rotativo atingiram 409,3%, o maior nível desde 2017, refletindo o impacto do aumento das taxas de juros na economia doméstica."
3358,Governo Bolsonaro deixa R$ 255 bilhões em despesas não pagas para este ano,"O governo Bolsonaro deixou R$ 255,2 bilhões em restos a pagar (RAPs) para 2023, valor que representa um ""orçamento paralelo"" competindo com novos gastos.","O Tesouro Nacional bloqueou R$ 33,7 bilhões desses RAPs e anunciou medidas de revisão e avaliação de contratos para reduzir despesas e equilibrar as contas públicas.","A expectativa é que a revisão e o cancelamento de despesas possam gerar uma economia de até R$ 50 bilhões neste ano, contribuindo para o ajuste fiscal do país."
3359,"Dívida pública pode alcançar até R$ 6,8 trilhões em 2023","A Dívida Pública Federal deve encerrar 2023 entre R$ 6,4 trilhões e R$ 6,8 trilhões, mantendo-se próxima do nível de 2022, conforme divulgado pelo Tesouro Nacional.","O plano de financiamento prevê uma maior participação de títulos vinculados à taxa Selic, que deve representar entre 38% e 42% da dívida, enquanto os títulos prefixados devem diminuir sua fatia, refletindo a alta da taxa básica de juros.","O governo também mantém mecanismos de segurança financeira, como reservas internacionais e um colchão de R$ 1,176 trilhão para cobrir vencimentos, garantindo a capacidade de pagamento em cenário de crise."
3360,Chanceler alemão será 1º chefe de Estado a visitar Lula e tratará de Mercosul,"O acordo comercial entre o Mercosul e a União Europeia, paralisado desde 2019 devido a questões ambientais e políticas, será pauta da reunião entre Lula e Scholz.","O presidente brasileiro reforçou a prioridade de retomar as negociações para fortalecer a parceria com os europeus, enquanto também busca reativar investimentos alemães no Brasil, especialmente por meio do Fundo Amazônia.",A retomada do diálogo ocorre em um momento de mudanças políticas e de esforços para ampliar a cooperação internacional na preservação ambiental e na economia.
3361,"Brasil tem rombo de US$ 55,7 bilhões nas contas externas em 2022, pior resultado desde 2015","O Brasil registrou um déficit de US$ 55,7 bilhões nas contas externas em 2022, o pior resultado desde 2015, superando as projeções do Banco Central.","O aumento do saldo negativo foi impulsionado pela piora na conta de serviços e de renda, com maiores gastos no exterior e remessas ao exterior por empresas brasileiras.","Apesar do déficit, o investimento estrangeiro no país atingiu US$ 90,6 bilhões, o maior desde 2012, impulsionado por lucros reinvestidos e operações intercompanhia."
3362,"PIB dos EUA cresce 2,9% no 4° trimestre","O PIB dos Estados Unidos cresceu 2,9% no quarto trimestre de 2022, superando a expectativa de mercado de 2,6%, impulsionado por avanços nos investimentos, gastos do consumidor e do governo.","O resultado marcou a segunda alta trimestral consecutiva após uma recessão técnica no início de 2022, embora a desaceleração nas exportações e investimentos tenha contribuído para um crescimento menor em relação ao trimestre anterior.","A inflação medida pelo índice de preços de gastos com consumo (PCE) atingiu 3,2% na taxa anualizada, sendo o núcleo do índice de 3,9%, refletindo a preferência do Federal Reserve por essa métrica."
3363,"Projetos de energia e infraestrutura devem trazer US$ 100 bi ao RJ, diz Firjan","A Firjan estima que o Rio de Janeiro possui potencial para atrair US$ 100 bilhões em investimentos nos setores de petróleo, gás, infraestrutura e energia elétrica, com projetos mapeados que abrangem até 2025 e além.","A entidade elaborou uma Pauta Prioritária destacando a importância de hubs de energia, energias renováveis e o mercado de hidrogênio para o desenvolvimento econômico do estado.","O secretário de Energia e Economia do Mar reforçou a necessidade de diversificar a matriz energética, incluindo fontes renováveis, e destacou as oportunidades na economia do mar para revitalizar o setor naval."
3364,"Vendas do Tesouro Direto atingiram R$ 42,417 bilhões em 2022","As vendas de títulos públicos do Tesouro Direto em 2022 totalizaram R$ 42,417 bilhões, com resgates de R$ 25,989 bilhões, resultando em emissões líquidas de R$ 16,428 bilhões.","Em dezembro, as vendas superaram os resgates em R$ 1,085 bilhão, impulsionadas principalmente por títulos atrelados à Selic, que representaram 61,5% do total.","O aumento do estoque do Tesouro Direto e o crescimento no número de investidores refletem o interesse contínuo por títulos de curto e médio prazo, mesmo com juros elevados desde a elevação da Selic pelo Banco Central."
3365,"Fluxo cambial total até o dia 20 de janeiro é negativo em US$ 909 mi, mostra Banco Central","O Brasil encerrou dezembro com saídas líquidas de US$ 12,482 bilhões e registrou um fluxo cambial negativo de US$ 909 milhões até o dia 20 de janeiro, segundo o Banco Central.","No período, o canal financeiro apresentou saídas líquidas de US$ 909 milhões, enquanto o comércio exterior teve saldo negativo de US$ 83 milhões, refletindo importações de US$ 12,619 bilhões e exportações de US$ 12,536 bilhões.","Na semana de 16 a 20 de janeiro, o país registrou fluxo cambial positivo de US$ 666 milhões, com entradas líquidas de US$ 724 milhões no canal financeiro e saldo negativo de US$ 57 milhões no comércio exterior."
3366,Dirigente do BCE defende altas de 50 pb nos juros nas 2 próximas reuniões,"O dirigente do Banco Central Europeu, Botjan Vasle, afirmou que a instituição deve aumentar os juros em 50 pontos-base nas próximas duas reuniões para conter a inflação.",Ele destacou que essa medida é uma resposta adequada às expectativas inflacionárias e aos preços atuais.,"O comunicado também mencionou a melhora do sentimento dos investidores na Europa, impulsionada por fatores como o clima ameno, o crescimento econômico global e a reabertura da economia chinesa."
3367,"Índice de Confiança do Consumidor recua 2,2 pontos em janeiro, diz FGV","O Índice de Confiança do Consumidor (ICC) caiu 2,2 pontos em janeiro, atingindo 85,8 pontos, refletindo uma piora nas expectativas para os próximos meses.","Enquanto o Índice de Situação Atual permaneceu estável, o Índice de Expectativas recuou 3,6 pontos, indicando pessimismo geral, especialmente na perspectiva financeira das famílias.","A coordenadora das Sondagens da FGV/Ibre destacou que, apesar de menor poder aquisitivo ainda manter algum otimismo, o ano de 2023 começou com confiança em queda e níveis baixos em comparação histórica."
